0,99.9
1,19.1
2,100.7
3,163.0
4,141.4
5,2.8000000000000003
6,33.2
7,77.4
8,130.6
9,131.6
10,300.5
11,314.0
12,269.7
13,195.8
14,317.0
15,244.3
16,67.10000000000001
17,116.9
18,91.80000000000001
19,154.10000000000002
20,235.70000000000002
21,64.2
22,65.10000000000001
23,332.8
24,185.10000000000002
25,8.0
26,70.2
27,151.8
28,179.0
29,162.9
30,258.1
31,149.0
32,310.1
33,178.3
34,58.900000000000006
35,95.10000000000001
36,122.30000000000001
37,87.0
38,55.0
39,274.0
40,259.0
41,137.5
42,141.9
43,38.400000000000006
44,3.1
45,30.3
46,63.0
47,252.4
48,214.8
49,259.0
50,357.5
51,290.5
52,333.5
53,99.5
54,48.300000000000004
55,120.9
56,8.3
57,302.1
58,82.9
59,158.9
60,250.70000000000002
61,88.2
62,255.0
63,223.10000000000002
64,16.400000000000002
65,31.0
66,249.8
67,1.1
68,89.5
69,171.10000000000002
70,45.0
71,321.8
72,183.20000000000002
73,330.6
74,345.20000000000005
75,54.5
76,59.0
77,114.4
78,173.3
79,106.30000000000001
80,262.8
81,338.70000000000005
82,323.70000000000005
83,315.6
84,67.0
85,57.7
86,22.400000000000002
87,224.3
88,105.0
89,109.5
90,279.5
91,323.70000000000005
92,282.6
93,280.2
94,119.0
95,1.9000000000000001
96,207.20000000000002
97,162.9
98,306.8
99,249.9
100,290.7
101,200.9
102,36.2
103,75.8
104,274.3
105,5.1000000000000005
106,288.7
107,345.3
108,155.70000000000002
109,43.1
110,115.7
111,190.4
112,217.60000000000002
113,276.5
114,108.30000000000001
115,21.900000000000002
116,66.10000000000001
117,353.0
118,237.10000000000002
119,215.5
120,44.0
121,326.40000000000003
122,22.1
123,26.5
124,271.5
125,244.20000000000002
126,109.0
127,155.4
128,41.7
129,9.8
130,147.0
131,102.60000000000001
132,344.20000000000005
133,15.0
134,90.80000000000001
135,1.1
136,358.40000000000003
137,277.7
138,93.80000000000001
139,204.9
140,95.80000000000001
141,197.70000000000002
142,98.9
143,242.9
144,195.10000000000002
145,9.9
146,293.6
147,47.1
148,96.9
149,36.6
150,262.3
151,85.10000000000001
152,274.6
153,209.70000000000002
154,223.20000000000002
155,178.9
156,338.8
157,203.5
158,130.8
159,161.20000000000002
160,259.90000000000003
161,153.0
162,63.300000000000004
163,28.0
164,64.10000000000001
165,94.7
166,336.20000000000005
167,71.60000000000001
168,102.10000000000001
169,314.3
170,285.8
171,285.6
172,305.90000000000003
173,333.1
174,35.5
175,196.60000000000002
176,15.9
177,43.1
178,180.3
179,180.10000000000002
180,34.7
181,246.9
182,296.6
183,262.40000000000003
184,137.4
185,284.90000000000003
186,354.0
187,29.200000000000003
188,312.90000000000003
189,89.10000000000001
190,70.9
191,101.30000000000001
192,327.0
193,315.6
194,287.0
195,229.0
196,8.700000000000001
197,74.4
198,263.90000000000003
199,343.20000000000005
200,195.5
201,135.20000000000002
202,301.90000000000003
203,276.8
204,82.60000000000001
205,47.300000000000004
206,106.10000000000001
207,276.3
208,284.0
209,234.0
210,76.10000000000001
211,99.80000000000001
212,71.3
213,71.10000000000001
214,283.3
215,141.3
216,217.10000000000002
217,348.6
218,246.4
219,202.0
220,23.6
221,82.5
222,193.60000000000002
223,240.0
224,225.20000000000002
225,210.20000000000002
226,319.0
227,326.90000000000003
228,22.6
229,273.3
230,332.20000000000005
231,228.8
232,320.5
233,166.0
234,327.1
235,240.70000000000002
236,189.4
237,248.3
238,275.5
239,233.3
240,305.90000000000003
241,76.4
242,253.3
243,151.0
244,343.90000000000003
245,191.60000000000002
246,358.40000000000003
247,66.60000000000001
248,148.1
249,58.300000000000004
250,348.70000000000005
251,201.0
252,186.10000000000002
253,141.8
254,99.60000000000001
255,346.90000000000003
256,185.70000000000002
257,66.4
258,334.1
259,296.40000000000003
260,171.5
261,146.3
262,241.60000000000002
263,101.80000000000001
264,352.5
265,282.0
266,289.90000000000003
267,274.90000000000003
268,13.8
269,86.2
270,359.6
271,292.6
272,351.5
273,14.3
274,245.60000000000002
275,347.6
276,339.5
277,165.8
278,91.80000000000001
279,267.6
280,294.8
281,3.0
282,347.90000000000003
283,258.0
284,201.10000000000002
285,332.6
286,125.9
287,210.9
288,292.5
289,85.9
290,190.10000000000002
291,149.20000000000002
292,303.40000000000003
293,265.7
294,228.10000000000002
295,293.8
296,2.0
297,132.4
298,58.5
299,176.4
300,281.90000000000003
301,17.3
302,96.60000000000001
303,286.0
304,62.2
305,345.90000000000003
306,21.1
307,116.4
308,94.60000000000001
309,222.70000000000002
310,312.3
311,294.0
312,262.0
313,343.6
314,194.8
315,332.0
316,170.70000000000002
317,325.0
318,83.10000000000001
319,275.8
320,186.10000000000002
321,286.90000000000003
322,314.1
323,60.800000000000004
324,341.0
325,66.2
326,148.9
327,167.0
328,311.0
329,230.20000000000002
330,311.8
331,105.2
332,232.10000000000002
333,165.0
334,104.7
335,330.40000000000003
336,153.20000000000002
337,196.20000000000002
338,151.9
339,48.5
340,217.4
341,101.5
342,346.6
343,192.0
344,229.3
345,207.60000000000002
346,186.0
347,280.0
348,296.90000000000003
349,249.10000000000002
350,45.900000000000006
351,287.40000000000003
352,3.6
353,287.1
354,281.3
355,97.4
356,97.2
357,192.5
358,95.80000000000001
359,272.8
